Group,Realm,Date,Success,Year,Month
Core Workouts,Core,17-09-2024,Success,2024,9
Core Workouts,Core,19-09-2024,Success,2024,9
Core Workouts,Core,23-09-2024,Success,2024,9
Core Workouts,Core,25-09-2024,Success,2024,9
Core Workouts,Core,26-09-2024,Success,2024,9
Core Workouts,Core,26-09-2024,Success,2024,9
Core Workouts,Core,26-09-2024,Success,2024,9
Core Workouts,Core,30-09-2024,Success,2024,9
Core Workouts,Core,01-10-2024,Success,2024,10
Core Workouts,Core,02-10-2024,Success,2024,10
Core Workouts,Core,11-10-2024,Success,2024,10
Core Workouts,Core,15-10-2024,Success,2024,10
Core Workouts,Core,15-10-2024,Success,2024,10
Core Workouts,Core,16-10-2024,Success,2024,10
Core Workouts,Core,16-10-2024,Success,2024,10
Core Workouts,Core,16-10-2024,Success,2024,10
Core Workouts,Core,17-10-2024,Success,2024,10
Core Workouts,Core,17-10-2024,Success,2024,10
Core Workouts,Core,17-10-2024,Success,2024,10
Core Workouts,Core,17-10-2024,Success,2024,10
Core Workouts,Core,21-10-2024,Success,2024,10
Core Workouts,Core,22-10-2024,Success,2024,10
Core Workouts,Core,22-10-2024,Success,2024,10
Core Workouts,Core,23-10-2024,Success,2024,10
Core Workouts,Core,23-10-2024,Success,2024,10
Core Workouts,Core,28-10-2024,Success,2024,10
Core Workouts,Core,01-11-2024,Success,2024,11
Core Workouts,Core,11-11-2024,Success,2024,11
Core Workouts,Core,12-11-2024,Success,2024,11
Core Workouts,Core,13-11-2024,Success,2024,11
Core Workouts,Core,14-11-2024,Success,2024,11
Core Workouts,Core,15-11-2024,Success,2024,11
Core Workouts,Core,18-11-2024,Success,2024,11
Core Workouts,Core,18-11-2024,Success,2024,11
Core Workouts,Core,19-11-2024,Success,2024,11
Core Workouts,Core,20-11-2024,Success,2024,11
Core Workouts,Core,22-11-2024,Success,2024,11
Core Workouts,Core,25-11-2024,Success,2024,11
Core Workouts,Core,27-11-2024,Success,2024,11
Core Workouts,Core,12-12-2024,Success,2024,12
Core Workouts,Core,16-12-2024,Success,2024,12
Core Workouts,Core,30-12-2024,Success,2024,12
Core Workouts,Core,02-01-2025,Success,2025,1
Core Workouts,Core,22-01-2025,Success,2025,1
Core Workouts,Core,27-01-2025,Success,2025,1
Core Workouts,Core,30-01-2025,Success,2025,1
Core Workouts,Core,30-01-2025,Success,2025,1
Core Workouts,Core,30-01-2025,Success,2025,1
Core Workouts,Core,04-02-2025,Success,2025,2
Core Workouts,Core,04-02-2025,Success,2025,2
Core Workouts,Core,11-02-2025,Success,2025,2
Core Workouts,Core,17-02-2025,Success,2025,2
Core Workouts,Core,17-02-2025,Failure,2025,2
Core Workouts,Core,17-02-2025,Success,2025,2
Core Workouts,Core,25-02-2025,Success,2025,2
Core Workouts,Core,25-02-2025,Success,2025,2
Core Workouts,Core,11-03-2025,Success,2025,3
Core Workouts,Core,14-03-2025,Success,2025,3
Core Workouts,Core,17-03-2025,Success,2025,3
Core Workouts,Core,19-03-2025,Success,2025,3
Core Workouts,Core,26-03-2025,Success,2025,3
Core Workouts,Core,26-03-2025,Success,2025,3
Core Workouts,Core,27-03-2025,Success,2025,3
Core Workouts,Core,28-03-2025,Success,2025,3
Core Workouts,Core,02-04-2025,Success,2025,4
Core Workouts,Core,14-04-2025,Success,2025,4
Core Workouts,Core,22-04-2025,Success,2025,4
Core Workouts,Core,23-04-2025,Success,2025,4
Core Workouts,Core,29-04-2025,Success,2025,4
Core Workouts,Core,29-04-2025,Success,2025,4
Core Workouts,Core,06-05-2025,Success,2025,5
Core Workouts,Core,06-05-2025,Success,2025,5
Core Workouts,Core,12-05-2025,Success,2025,5
Core Workouts,Core,14-05-2025,Success,2025,5
Core Workouts,Core,04-06-2025,Success,2025,6
Core Workouts,Core,04-06-2025,Failure,2025,6
Core Workouts,Core,05-06-2025,Success,2025,6
Core Workouts,Core,16-06-2025,Success,2025,6
Core Workouts,Core,18-06-2025,Success,2025,6
Core Workouts,Core,23-06-2025,Success,2025,6
Core Workouts,Core,17-07-2025,Success,2025,7
Core Workouts,Core,21-07-2025,Success,2025,7
Core Workouts,Core,30-07-2025,Success,2025,7
Core Workouts,Core,30-07-2025,Success,2025,7
Core Workouts,Core,31-07-2025,Success,2025,7
Core Workouts,Core,01-08-2025,Success,2025,8
Core Workouts,Core,07-08-2025,Success,2025,8
Core Workouts,Core,07-08-2025,Success,2025,8
Core Workouts,Core,25-08-2025,Success,2025,8
Core Workouts,Core,25-08-2025,Success,2025,8
Core Workouts,Core,26-08-2025,Success,2025,8
Core Workouts,Core,01-09-2025,Success,2025,9
Core Workouts,Core,02-09-2025,Success,2025,9
Core Workouts,Core,05-09-2025,Success,2025,9
Core Workouts,Core,09-09-2025,Success,2025,9
Core Workouts,Core,10-09-2025,Success,2025,9
Core Workouts,Core,10-09-2025,Success,2025,9
Core Workouts,Core,23-09-2025,Success,2025,9
Core Workouts,Core,30-09-2025,Success,2025,9
Core Workouts,Core,07-10-2025,Success,2025,10
Core Workouts,Core,09-10-2025,Success,2025,10
Core Workouts,Core,21-10-2025,Success,2025,10
Core Workouts,Core,04-11-2025,Success,2025,11
Core Workouts,Core,06-11-2025,Success,2025,11
Core Workouts,Core,13-11-2025,Success,2025,11
Core Workouts,Core,20-11-2025,Success,2025,11
Core Workouts,Core,21-11-2025,Success,2025,11
Core Workouts,Core,25-11-2025,Success,2025,11
Core Workouts,Core,05-12-2025,Success,2025,12
Core Workouts,Core,05-12-2025,Success,2025,12
Core Workouts,Core,05-12-2025,Success,2025,12
Core Workouts,Core,05-12-2025,Success,2025,12
Core Workouts,Core,17-12-2025,Success,2025,12
Core Workouts,Core,07-01-2026,Success,2026,1
Core Workouts,Core,08-01-2026,Success,2026,1
Core Workouts,Core,13-01-2026,Success,2026,1
Core Workouts,Core,13-01-2026,Success,2026,1
Core Workouts,Core,20-01-2026,Success,2026,1
Core Workouts,Core,20-01-2026,Success,2026,1
Core Workouts,Core,20-01-2026,Failure,2026,1
Core Workouts,Core,26-01-2026,Success,2026,1
Core Workouts,Core,27-01-2026,Success,2026,1
Core Workouts,Core,28-01-2026,Success,2026,1
Core Workouts,Core,04-02-2026,Success,2026,2
Core Workouts,Core,13-02-2026,Success,2026,2
Core Workouts,Core,19-02-2026,Success,2026,2
Core Workouts,Core,19-02-2026,Success,2026,2
Core Workouts,Core,19-02-2026,Success,2026,2
Core Workouts,Core,19-02-2026,Success,2026,2
Core Workouts,Core,26-02-2026,Success,2026,2
Core Workouts,Core,05-03-2026,Success,2026,3
Core Workouts,Core,06-03-2026,Success,2026,3
Core Workouts,Core,11-03-2026,Success,2026,3
Core Workouts,Core,17-03-2026,Success,2026,3
Core Workouts,Core,01-04-2026,Success,2026,4
Core Workouts,Core,02-04-2026,Success,2026,4
Core Workouts,Core,20-04-2026,Success,2026,4
Core Workouts,Core,21-04-2026,Success,2026,4
Core Workouts,Core,21-04-2026,Success,2026,4
Core Workouts,Core,27-04-2026,Success,2026,4
Core Workouts,Core,27-04-2026,Success,2026,4
Core Workouts,Core,07-05-2026,Success,2026,5
Core Workouts,Core,07-05-2026,Success,2026,5
Core Workouts,Core,07-05-2026,Success,2026,5
Core Workouts,Core,08-05-2026,Success,2026,5
Core Workouts,Core,11-05-2026,Success,2026,5
Core Workouts,Core,12-05-2026,Success,2026,5
Core Workouts,Core,12-05-2026,Success,2026,5
Core Workouts,Core,18-05-2026,Success,2026,5
Core Workouts,Core,18-05-2026,Success,2026,5
Core Workouts,Core,01-06-2026,Success,2026,6
Core Workouts,Core,02-06-2026,Success,2026,6
Core Workouts,Core,02-06-2026,Success,2026,6
Core Workouts,Core,03-06-2026,Success,2026,6
Core Workouts,Core,08-06-2026,Success,2026,6
Core Workouts,Core,10-06-2026,Success,2026,6
Core Workouts,Core,25-06-2026,Success,2026,6
Core Workouts,Core,30-06-2026,Success,2026,6
Core Workouts,Core,01-07-2026,Success,2026,7
Core Workouts,Core,07-07-2026,Success,2026,7
Core Workouts,Core,07-07-2026,Success,2026,7
Core Workouts,Core,10-07-2026,Success,2026,7
Core Workouts,Core,15-07-2026,Success,2026,7
Core Workouts,Core,16-07-2026,Success,2026,7
Core Workouts,Core,20-07-2026,Success,2026,7
Core Workouts,Core,20-07-2026,Success,2026,7
Core Workouts,Core,20-07-2026,Success,2026,7
Core Workouts,Core,21-07-2026,Success,2026,7
Core Workouts,Core,22-07-2026,Success,2026,7
Core Workouts,Core,27-07-2026,Success,2026,7
Core Workouts,Core,03-08-2026,Success,2026,8
Core Workouts,Core,11-08-2026,Success,2026,8
Core Workouts,Core,17-08-2026,Success,2026,8
Core Workouts,Core,17-08-2026,Success,2026,8
Unassigned,Unassigned,17-01-2024,Success,2024,1
Unassigned,Unassigned,24-01-2024,Success,2024,1
Unassigned,Unassigned,26-03-2024,Success,2024,3
Unassigned,Unassigned,22-04-2024,Success,2024,4
Unassigned,Unassigned,24-04-2024,Success,2024,4
Unassigned,Unassigned,26-04-2024,Success,2024,4
Unassigned,Unassigned,14-05-2024,Success,2024,5
Unassigned,Unassigned,21-05-2024,Success,2024,5
Unassigned,Unassigned,26-06-2024,Success,2024,6
Unassigned,Unassigned,04-07-2024,Success,2024,7
Unassigned,Unassigned,29-07-2024,Success,2024,7
Unassigned,Unassigned,29-07-2024,Success,2024,7
Unassigned,Unassigned,04-09-2024,Success,2024,9
Unassigned,Unassigned,05-11-2024,Success,2024,11
Unassigned,Unassigned,12-12-2024,Success,2024,12
Unassigned,Unassigned,23-12-2024,Success,2024,12
Unassigned,Unassigned,02-01-2025,Success,2025,1
Unassigned,Unassigned,13-03-2025,Success,2025,3
Unassigned,Unassigned,08-04-2025,Success,2025,4
Unassigned,Unassigned,30-04-2025,Success,2025,4
Unassigned,Unassigned,06-05-2025,Success,2025,5
Unassigned,Unassigned,05-06-2025,Success,2025,6
Unassigned,Unassigned,04-07-2025,Success,2025,7
Unassigned,Unassigned,02-09-2025,Success,2025,9
Unassigned,Unassigned,07-10-2025,Success,2025,10
Unassigned,Unassigned,08-10-2025,Success,2025,10
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,12-11-2025,Success,2025,11
Unassigned,Unassigned,13-11-2025,Success,2025,11
Unassigned,Unassigned,11-12-2025,Success,2025,12
Unassigned,Unassigned,12-12-2025,Success,2025,12
Unassigned,Unassigned,08-01-2026,Success,2026,1
Unassigned,Unassigned,23-01-2026,Success,2026,1
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,09-02-2026,Success,2026,2
Unassigned,Unassigned,13-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,18-02-2026,Success,2026,2
Unassigned,Unassigned,12-03-2026,Success,2026,3
Unassigned,Unassigned,12-03-2026,Success,2026,3
Unassigned,Unassigned,19-03-2026,Success,2026,3
Unassigned,Unassigned,31-03-2026,Success,2026,3
Unassigned,Unassigned,03-04-2026,Success,2026,4
Unassigned,Unassigned,13-04-2026,Success,2026,4
Unassigned,Unassigned,06-05-2026,Success,2026,5
Unassigned,Unassigned,15-06-2026,Success,2026,6
Unassigned,Unassigned,16-06-2026,Success,2026,6
Unassigned,Unassigned,18-06-2026,Success,2026,6
Unassigned,Unassigned,09-07-2024,Success,2024,7
Unassigned,Unassigned,29-08-2024,Success,2024,8
Unassigned,Unassigned,30-08-2024,Success,2024,8
Unassigned,Unassigned,05-09-2024,Success,2024,9
Unassigned,Unassigned,05-09-2024,Success,2024,9
Unassigned,Unassigned,06-09-2024,Success,2024,9
Unassigned,Unassigned,13-09-2024,Success,2024,9
Unassigned,Unassigned,20-09-2024,Success,2024,9
Unassigned,Unassigned,27-09-2024,Success,2024,9
Unassigned,Unassigned,04-10-2024,Success,2024,10
Unassigned,Unassigned,10-10-2024,Success,2024,10
Unassigned,Unassigned,11-10-2024,Success,2024,10
Unassigned,Unassigned,18-10-2024,Success,2024,10
Unassigned,Unassigned,24-10-2024,Success,2024,10
Unassigned,Unassigned,07-11-2024,Success,2024,11
Unassigned,Unassigned,08-11-2024,Success,2024,11
Unassigned,Unassigned,03-01-2025,Success,2025,1
Unassigned,Unassigned,07-01-2025,Success,2025,1
Unassigned,Unassigned,07-01-2025,Success,2025,1
Unassigned,Unassigned,13-01-2025,Success,2025,1
Unassigned,Unassigned,16-01-2025,Success,2025,1
Unassigned,Unassigned,27-01-2025,Success,2025,1
Unassigned,Unassigned,30-01-2025,Success,2025,1
Unassigned,Unassigned,14-02-2025,Success,2025,2
Unassigned,Unassigned,21-02-2025,Success,2025,2
Unassigned,Unassigned,25-02-2025,Success,2025,2
Unassigned,Unassigned,17-03-2025,Success,2025,3
Unassigned,Unassigned,27-03-2025,Success,2025,3
Unassigned,Unassigned,14-04-2025,Success,2025,4
Unassigned,Unassigned,16-04-2025,Success,2025,4
Unassigned,Unassigned,16-04-2025,Success,2025,4
Unassigned,Unassigned,17-04-2025,Success,2025,4
Unassigned,Unassigned,23-04-2025,Success,2025,4
Unassigned,Unassigned,25-04-2025,Success,2025,4
Unassigned,Unassigned,28-04-2025,Success,2025,4
Unassigned,Unassigned,06-05-2025,Success,2025,5
Unassigned,Unassigned,07-05-2025,Success,2025,5
Unassigned,Unassigned,12-06-2025,Success,2025,6
Unassigned,Unassigned,31-07-2025,Success,2025,7
Unassigned,Unassigned,26-08-2025,Success,2025,8
Unassigned,Unassigned,25-09-2025,Success,2025,9
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,09-01-2026,Success,2026,1
Unassigned,Unassigned,26-01-2026,Success,2026,1
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,26-03-2026,Success,2026,3
Unassigned,Unassigned,08-04-2026,Success,2026,4
Unassigned,Unassigned,21-04-2026,Success,2026,4
Unassigned,Unassigned,04-05-2026,Success,2026,5
Unassigned,Unassigned,13-05-2026,Success,2026,5
Unassigned,Unassigned,20-05-2026,Success,2026,5
Unassigned,Unassigned,21-07-2026,Success,2026,7
Unassigned,Unassigned,30-07-2026,Success,2026,7
Unassigned,Unassigned,05-08-2026,Success,2026,8
Unassigned,Unassigned,18-08-2026,Success,2026,8
Unassigned,Unassigned,27-08-2026,Success,2026,8
Unassigned,Unassigned,22-01-2024,Success,2024,1
Unassigned,Unassigned,25-04-2024,Success,2024,4
Unassigned,Unassigned,10-02-2025,Success,2025,2
Unassigned,Unassigned,03-03-2025,Success,2025,3
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,21-08-2025,Success,2025,8
Unassigned,Unassigned,21-08-2025,Success,2025,8
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,13-10-2025,Success,2025,10
Unassigned,Unassigned,29-10-2025,Success,2025,10
Unassigned,Unassigned,19-11-2025,Success,2025,11
Unassigned,Unassigned,11-12-2025,Success,2025,12
Unassigned,Unassigned,17-12-2025,Success,2025,12
Unassigned,Unassigned,26-01-2026,Success,2026,1
Unassigned,Unassigned,10-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,13-04-2026,Success,2026,4
Unassigned,Unassigned,21-04-2026,Success,2026,4
Unassigned,Unassigned,05-05-2026,Success,2026,5
Unassigned,Unassigned,05-05-2026,Success,2026,5
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,10-06-2026,Success,2026,6
Unassigned,Unassigned,11-06-2026,Success,2026,6
Unassigned,Unassigned,26-06-2026,Success,2026,6
Unassigned,Unassigned,29-06-2026,Success,2026,6
Unassigned,Unassigned,29-06-2026,Success,2026,6
Unassigned,Unassigned,06-07-2026,Success,2026,7
Unassigned,Unassigned,13-07-2026,Success,2026,7
Unassigned,Unassigned,27-08-2026,Success,2026,8
Unassigned,Unassigned,28-05-2025,Success,2025,5
Unassigned,Unassigned,17-06-2025,Success,2025,6
Unassigned,Unassigned,17-06-2025,Success,2025,6
Unassigned,Unassigned,18-06-2025,Success,2025,6
Unassigned,Unassigned,26-06-2025,Success,2025,6
Unassigned,Unassigned,30-07-2025,Success,2025,7
Unassigned,Unassigned,11-08-2025,Success,2025,8
Unassigned,Unassigned,19-08-2025,Success,2025,8
Unassigned,Unassigned,27-08-2025,Success,2025,8
Unassigned,Unassigned,29-08-2025,Success,2025,8
Unassigned,Unassigned,01-09-2025,Success,2025,9
Unassigned,Unassigned,04-09-2025,Success,2025,9
Unassigned,Unassigned,17-09-2025,Success,2025,9
Unassigned,Unassigned,10-10-2025,Success,2025,10
Unassigned,Unassigned,18-11-2025,Success,2025,11
Unassigned,Unassigned,27-11-2025,Success,2025,11
Unassigned,Unassigned,02-12-2025,Success,2025,12
Unassigned,Unassigned,04-12-2025,Success,2025,12
Unassigned,Unassigned,05-12-2025,Success,2025,12
Unassigned,Unassigned,09-12-2025,Success,2025,12
Unassigned,Unassigned,15-12-2025,Success,2025,12
Unassigned,Unassigned,17-12-2025,Success,2025,12
Unassigned,Unassigned,19-12-2025,Success,2025,12
Unassigned,Unassigned,22-12-2025,Success,2025,12
Unassigned,Unassigned,05-01-2026,Success,2026,1
Unassigned,Unassigned,07-01-2026,Success,2026,1
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,22-01-2026,Success,2026,1
Unassigned,Unassigned,22-01-2026,Success,2026,1
Unassigned,Unassigned,26-01-2026,Success,2026,1
Unassigned,Unassigned,27-01-2026,Success,2026,1
Unassigned,Unassigned,28-01-2026,Success,2026,1
Unassigned,Unassigned,06-02-2026,Success,2026,2
Unassigned,Unassigned,11-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,17-02-2026,Success,2026,2
Unassigned,Unassigned,20-02-2026,Success,2026,2
Unassigned,Unassigned,20-02-2026,Success,2026,2
Unassigned,Unassigned,02-03-2026,Success,2026,3
Unassigned,Unassigned,03-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,24-03-2026,Success,2026,3
Unassigned,Unassigned,27-03-2026,Success,2026,3
Unassigned,Unassigned,30-03-2026,Success,2026,3
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,13-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,15-04-2026,Success,2026,4
Unassigned,Unassigned,20-04-2026,Success,2026,4
Unassigned,Unassigned,21-04-2026,Success,2026,4
Unassigned,Unassigned,21-04-2026,Success,2026,4
Unassigned,Unassigned,28-04-2026,Success,2026,4
Unassigned,Unassigned,30-04-2026,Success,2026,4
Unassigned,Unassigned,05-05-2026,Success,2026,5
Unassigned,Unassigned,06-05-2026,Success,2026,5
Unassigned,Unassigned,20-05-2026,Success,2026,5
Unassigned,Unassigned,02-06-2026,Success,2026,6
Unassigned,Unassigned,08-06-2026,Success,2026,6
Unassigned,Unassigned,17-06-2026,Success,2026,6
Unassigned,Unassigned,24-06-2026,Success,2026,6
Unassigned,Unassigned,01-07-2026,Success,2026,7
Unassigned,Unassigned,02-07-2026,Success,2026,7
Unassigned,Unassigned,13-07-2026,Success,2026,7
Unassigned,Unassigned,14-07-2026,Success,2026,7
Unassigned,Unassigned,14-07-2026,Success,2026,7
Unassigned,Unassigned,14-07-2026,Success,2026,7
Unassigned,Unassigned,15-07-2026,Success,2026,7
Unassigned,Unassigned,20-07-2026,Success,2026,7
Unassigned,Unassigned,20-07-2026,Success,2026,7
Unassigned,Unassigned,23-07-2026,Success,2026,7
Unassigned,Unassigned,28-07-2026,Success,2026,7
Unassigned,Unassigned,28-07-2026,Success,2026,7
Unassigned,Unassigned,28-07-2026,Success,2026,7
Unassigned,Unassigned,29-07-2026,Success,2026,7
Unassigned,Unassigned,11-08-2026,Success,2026,8
Unassigned,Unassigned,13-08-2026,Success,2026,8
Unassigned,Unassigned,17-08-2026,Success,2026,8
Unassigned,Unassigned,18-08-2026,Success,2026,8
Unassigned,Unassigned,18-08-2026,Success,2026,8
Unassigned,Unassigned,25-08-2026,Success,2026,8
Unassigned,Unassigned,26-08-2026,Success,2026,8
Unassigned,Unassigned,27-08-2026,Success,2026,8
Unassigned,Unassigned,02-03-2024,Success,2024,3
Unassigned,Unassigned,05-03-2024,Success,2024,3
Unassigned,Unassigned,04-04-2024,Success,2024,4
Unassigned,Unassigned,11-04-2024,Success,2024,4
Unassigned,Unassigned,03-05-2024,Success,2024,5
Unassigned,Unassigned,10-06-2024,Success,2024,6
Unassigned,Unassigned,16-08-2024,Success,2024,8
Unassigned,Unassigned,30-09-2024,Success,2024,9
Unassigned,Unassigned,14-11-2024,Success,2024,11
Unassigned,Unassigned,20-11-2024,Success,2024,11
Unassigned,Unassigned,16-12-2024,Success,2024,12
Unassigned,Unassigned,12-06-2025,Success,2025,6
Unassigned,Unassigned,12-06-2025,Success,2025,6
Unassigned,Unassigned,14-06-2025,Success,2025,6
Unassigned,Unassigned,25-06-2025,Success,2025,6
Unassigned,Unassigned,29-07-2025,Success,2025,7
Unassigned,Unassigned,14-08-2025,Success,2025,8
Unassigned,Unassigned,16-09-2025,Success,2025,9
Unassigned,Unassigned,21-10-2025,Success,2025,10
Unassigned,Unassigned,25-10-2025,Success,2025,10
Unassigned,Unassigned,05-11-2025,Success,2025,11
Unassigned,Unassigned,17-11-2025,Success,2025,11
Unassigned,Unassigned,09-12-2025,Success,2025,12
Unassigned,Unassigned,18-12-2025,Success,2025,12
Unassigned,Unassigned,06-01-2026,Success,2026,1
Unassigned,Unassigned,28-01-2026,Success,2026,1
Unassigned,Unassigned,20-02-2026,Success,2026,2
Unassigned,Unassigned,23-02-2026,Success,2026,2
Unassigned,Unassigned,06-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,16-03-2026,Success,2026,3
Unassigned,Unassigned,23-03-2026,Success,2026,3
Digital-Operations,Core,25-02-2025,Success,2025,2
Digital-Operations,Core,25-02-2025,Success,2025,2
Digital-Operations,Core,26-02-2025,Success,2025,2
Digital-Operations,Core,06-03-2025,Success,2025,3
Digital-Operations,Core,14-03-2025,Success,2025,3
Digital-Operations,Core,26-05-2025,Success,2025,5
Digital-Operations,Core,11-06-2025,Success,2025,6
Digital-Operations,Core,31-07-2025,Success,2025,7
Digital-Operations,Core,04-08-2025,Failure,2025,8
Digital-Operations,Core,18-08-2025,Success,2025,8
Digital-Operations,Core,28-10-2025,Success,2025,10
Digital-Operations,Core,19-11-2025,Success,2025,11
Digital-Operations,Core,19-11-2025,Failure,2025,11
Digital-Operations,Core,27-11-2025,Success,2025,11
Digital-Operations,Core,02-01-2026,Success,2026,1
Digital-Operations,Core,02-01-2026,Success,2026,1
Digital-Operations,Core,16-01-2026,Success,2026,1
Digital-Operations,Core,09-02-2026,Success,2026,2
Digital-Operations,Core,17-02-2026,Success,2026,2
Digital-Operations,Core,19-02-2026,Success,2026,2
Digital-Operations,Core,29-06-2026,Success,2026,6
Digital-Operations,Core,27-07-2026,Success,2026,7
Digital-Operations,Core,31-07-2026,Success,2026,7
Digital-Operations,Core,04-08-2026,Success,2026,8
Digital-Operations,Core,05-08-2026,Success,2026,8
Digital-Operations,Core,12-08-2026,Success,2026,8
Unassigned,Unassigned,09-01-2024,Success,2024,1
Unassigned,Unassigned,11-01-2024,Success,2024,1
Unassigned,Unassigned,24-01-2024,Success,2024,1
Unassigned,Unassigned,26-02-2024,Success,2024,2
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,08-04-2024,Success,2024,4
Unassigned,Unassigned,24-04-2024,Success,2024,4
Unassigned,Unassigned,28-05-2024,Success,2024,5
Unassigned,Unassigned,28-05-2024,Success,2024,5
Unassigned,Unassigned,04-06-2024,Success,2024,6
Unassigned,Unassigned,17-06-2024,Success,2024,6
Unassigned,Unassigned,25-06-2024,Success,2024,6
Unassigned,Unassigned,01-07-2024,Success,2024,7
Unassigned,Unassigned,17-07-2024,Success,2024,7
Unassigned,Unassigned,18-07-2024,Success,2024,7
Unassigned,Unassigned,25-09-2024,Success,2024,9
Unassigned,Unassigned,26-11-2024,Success,2024,11
Unassigned,Unassigned,23-01-2025,Success,2025,1
Unassigned,Unassigned,10-02-2025,Success,2025,2
Unassigned,Unassigned,13-03-2025,Success,2025,3
Unassigned,Unassigned,05-05-2025,Success,2025,5
Unassigned,Unassigned,03-06-2025,Success,2025,6
Unassigned,Unassigned,16-06-2025,Success,2025,6
Unassigned,Unassigned,26-06-2025,Success,2025,6
Unassigned,Unassigned,04-08-2025,Success,2025,8
Unassigned,Unassigned,21-08-2025,Success,2025,8
Unassigned,Unassigned,18-09-2025,Success,2025,9
Unassigned,Unassigned,19-09-2025,Success,2025,9
Unassigned,Unassigned,25-09-2025,Success,2025,9
Unassigned,Unassigned,08-10-2025,Success,2025,10
Unassigned,Unassigned,20-10-2025,Success,2025,10
Unassigned,Unassigned,23-10-2025,Success,2025,10
Unassigned,Unassigned,29-10-2025,Success,2025,10
Unassigned,Unassigned,30-10-2025,Success,2025,10
Unassigned,Unassigned,06-11-2025,Success,2025,11
Unassigned,Unassigned,11-11-2025,Success,2025,11
Unassigned,Unassigned,21-11-2025,Success,2025,11
Unassigned,Unassigned,25-11-2025,Success,2025,11
Unassigned,Unassigned,10-12-2025,Success,2025,12
Unassigned,Unassigned,15-12-2025,Success,2025,12
Unassigned,Unassigned,16-12-2025,Success,2025,12
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,12-01-2026,Success,2026,1
Unassigned,Unassigned,29-01-2026,Success,2026,1
Unassigned,Unassigned,04-02-2026,Success,2026,2
Unassigned,Unassigned,11-02-2026,Success,2026,2
Unassigned,Unassigned,11-02-2026,Success,2026,2
Unassigned,Unassigned,12-02-2026,Success,2026,2
Unassigned,Unassigned,12-02-2026,Success,2026,2
Unassigned,Unassigned,20-02-2026,Success,2026,2
Unassigned,Unassigned,26-02-2026,Success,2026,2
Unassigned,Unassigned,27-02-2026,Success,2026,2
Unassigned,Unassigned,27-02-2026,Success,2026,2
Unassigned,Unassigned,04-03-2026,Success,2026,3
Unassigned,Unassigned,05-03-2026,Success,2026,3
Unassigned,Unassigned,11-03-2026,Success,2026,3
Unassigned,Unassigned,17-03-2026,Success,2026,3
Unassigned,Unassigned,24-03-2026,Success,2026,3
Unassigned,Unassigned,25-03-2026,Success,2026,3
Unassigned,Unassigned,07-04-2026,Success,2026,4
Unassigned,Unassigned,09-04-2026,Success,2026,4
Unassigned,Unassigned,29-04-2026,Success,2026,4
Unassigned,Unassigned,05-05-2026,Success,2026,5
Unassigned,Unassigned,27-05-2026,Success,2026,5
Unassigned,Unassigned,10-06-2026,Success,2026,6
Unassigned,Unassigned,25-06-2026,Success,2026,6
Unassigned,Unassigned,06-07-2026,Success,2026,7
Unassigned,Unassigned,08-07-2026,Success,2026,7
Unassigned,Unassigned,22-07-2026,Success,2026,7
Unassigned,Unassigned,20-08-2026,Success,2026,8
Unassigned,Unassigned,24-08-2026,Success,2026,8
Unassigned,Unassigned,27-08-2026,Success,2026,8
Unassigned,Unassigned,11-01-2024,Success,2024,1
Unassigned,Unassigned,12-01-2024,Success,2024,1
Unassigned,Unassigned,15-01-2024,Success,2024,1
Unassigned,Unassigned,17-01-2024,Success,2024,1
Unassigned,Unassigned,06-02-2024,Success,2024,2
Unassigned,Unassigned,12-02-2024,Success,2024,2
Unassigned,Unassigned,01-03-2024,Success,2024,3
Unassigned,Unassigned,04-03-2024,Success,2024,3
